data,dow,usou_domingo,range_ant,estrategias_ia,confianca,motivo
2026-01-16,sexta,False,276.25,REV,0.85,Sexta-feira com range anterior robusto (276.25pt) fornece níveis de reverência bem definidos. REV sozinha tem melhor taxa aprovação; mantê-la exclusiva preserva os 12 trades/dia para a estratégia validada.
2026-01-18,domingo,False,299.50,REV,0.82,Domingo com range anterior moderado (299.50pt). REV já validada; sem sinais de volatilidade extrema ou padrão especial que justifique habilitar reserva.
2026-01-19,segunda,True,109.00,REV,0.85,"Segunda-feira com range de domingo à noite (Globex) bem definido (109pt). REV é consistente nesse cenário; sem sinais de volatilidade extrema ou padrão atípico, manter só REV maximiza probabilidade de sucesso."
2026-01-20,terça,False,180.75,REV,0.75,Terça com range anterior robusto (180.75pt). REV tem melhor taxa agregada; sem indicativos de condição especial que justifique adicionar outra estratégia como reserva.
2026-01-21,quarta,False,331.75,REV,0.75,Quarta-feira com range anterior de 331.75pt (moderado a bom). REV sozinha tem histórico comprovado; misturar outras estratégias piora o resultado agregado. Sem sinal específico que justifique reserva.
2026-01-22,quinta,False,526.00,REV,0.85,"Quinta-feira com range anterior normal (526pt). Nível vem de RTH anterior, sem complexidade de gap de fim de semana. REV já validada como mais consistente; sem motivo concreto para adicionar outra estratégia que histórica compartilha limite e piora resultado."
2026-01-23,sexta,False,195.00,REV,0.85,Sexta-feira com range anterior moderado (195pt). REV é a estratégia validada; sem evento/condição extrema que justifique adicionar reserva.
2026-01-26,segunda,True,303.50,REV,0.75,Segunda-feira com range grande (303.50pt) do Globex; REV é consistente em segundas com níveis claros. Sem razão concreta para adicionar outras estratégias que apenas competem pelos mesmos 12 slots.
2026-01-27,terça,False,232.25,REV,0.75,Terça com range anterior de 232pt (moderado). REV é a única validada; misturar piora historicamente. Manter foco.
2026-01-28,quarta,False,197.00,REV,0.85,"Quarta-feira com range anterior moderado (197pt). REV é a estratégia validada. Sem fatores especiais que justifiquem ativar alternativa (não é segunda pós-gap, range não é extremo). Manter foco em REV para maximizar aprovação."
2026-01-29,quinta,False,200.25,REV,0.85,"Quinta-feira, range anterior moderado (200.25pt), nível do dia anterior em RTH (padrão). REV sozinha é a mais consistente; sem motivo concreto para misturar outras estratégias."
2026-01-30,sexta,False,639.00,REV,0.85,Sexta-feira com range anterior grande (639pt) sugere volatilidade alta. REV é a estratégia validada; não há sinais específicos que justifiquem ativar reservas e roubar espaço de trades.
2026-02-01,domingo,False,371.25,REV,0.75,Domingo com range anterior moderado (371pt). REV sozinha é suficiente; misturar outra estratégia historicamente piora o resultado.
2026-02-02,segunda,True,429.50,REV,0.85,Segunda-feira com range de domingo à noite (429.50pt é moderado). REV é a mais confiável; sem razão específica para adicionar ruído.
2026-02-03,terça,False,422.00,REV,0.85,Terça-feira com range anterior moderado (422pt); nível REV vem de RTH padrão; sem sinais de volatilidade extrema ou contexto especial que justifique misturar outras estratégias. REV sozinha é a mais consistente.
2026-02-04,quarta,False,733.25,REV,0.75,"Quarta-feira, range anterior grande (733pt) garante níveis bem definidos para REV. Sem sinais de mudança estrutural que justifiquem ORB/EMAV/ICT como reserva."
2026-02-05,quinta,False,606.50,REV,0.85,"Quinta-feira com range anterior moderado (606.50pt). REV é a estratégia validada; nenhum sinal específico (não é segunda, não é range extremo) justifica ativar reserva."
2026-02-06,sexta,False,417.50,REV,0.85,Sexta-feira com range anterior robusto (417.50pt). REV validada historicamente; nenhum gatilho especial para habilitar reserva. Manter foco.
2026-02-09,segunda,True,192.75,REV,0.85,Segunda-feira com range do Globex (domingo à noite) como referência. Range anterior de 192.75pt é normal. REV sozinha tem melhor taxa de aprovação; misturar com outras estratégias historicamente piora resultado. Sem sinais específicos que justifiquem ativar ORB/EMAV/ICT como reserva.
2026-02-10,terça,False,473.25,REV,0.85,"Terça com range anterior de 473.25pt (grande), nível vem do RTH do dia anterior. REV tem melhor taxa agregada; não há contexto especial (não é segunda pós-domingo) que justifique habilitar outra estratégia como reserva."
2026-02-11,quarta,False,249.00,REV,0.85,"Quarta-feira, range anterior moderado (249pt), nível do dia anterior (RTH) — condições estáveis. REV em seu melhor; nenhum gatilho concreto para habilitar reserva."
2026-02-12,quinta,False,407.00,REV,0.75,Quinta-feira com range anterior grande (407pt) garante níveis bem definidos para REV. Sem contexto excepcional que justifique misturar outras estratégias.
2026-02-13,sexta,False,671.00,REV,0.85,Sexta-feira com range anterior robusto (671pt). REV é validada e sozinha maximiza aprovação. Sem indicativos para habilitar alternativas.
2026-02-16,segunda,True,118.00,REV,0.85,Segunda-feira com range Globex de 118pt (moderado). REV é validada; ORB/EMAV/ICT historicamente reduzem taxa de aprovação ao dividir os 12 trades diários.
2026-02-17,terça,False,126.75,REV,0.85,"Terça comum, range anterior moderado (126.75pt), nível do dia anterior só. REV sozinha é o padrão de melhor taxa de aprovação; sem contexto anômalo, não vale arriscar diluição com outra estratégia."
2026-02-18,quarta,False,440.50,REV,0.75,"Quarta-feira, range anterior de 440.50pt (moderado), nível vem do RTH anterior. REV é suficiente; nenhum indicador de volatilidade extrema ou padrão semanal que justifique ativar reserva."
2026-02-19,quinta,False,376.25,REV,0.85,Quinta-feira com range anterior grande (376.25pt) oferece bom espaço para REV. Sem motivo especial para adicionar ruído — REV pura é o padrão validado.
2026-02-20,sexta,False,210.50,REV,0.85,Sexta com range anterior grande (210.50pt). REV tem histórico comprovado; sem contexto excepcional que justifique adicionar outra estratégia e competir pelo limite de 12 trades/dia.
2026-02-23,segunda,True,251.75,REV,0.75,Segunda-feira com range Globex (251.75pt) — volatilidade moderada. REV é suficiente; misturar outra estratégia historicamente piora. Manter foco.
2026-02-24,terça,False,372.00,REV,0.85,Terça-feira com range anterior moderado (372pt). REV em produção com melhor taxa aprovada. Sem sinais de volatilidade extrema ou condições que justifiquem ativar secundária.
2026-02-25,quarta,False,384.25,REV,0.85,"Quarta-feira, range anterior de 384.25pt (moderado), nível do dia anterior RTH. REV é a estratégia validada; sem sinais concretos de volatilidade extrema ou padrão intraday excepcional que justifique habilitar reserva. Manter foco em REV."
2026-02-26,quinta,False,247.50,REV,0.75,"Quinta normal, range anterior moderado (247.50pt), nível vem de RTH do dia anterior. REV é a estratégia validada; não há motivo concreto para adicionar ruído com outras estratégias. Manter só REV."
2026-02-27,sexta,False,494.25,REV,0.85,Sexta com range anterior grande (494pt) favorece REV; nível vem do RTH anterior. Sem sinal de quebra estrutural que justifique misturar outra estratégia.
2026-03-02,segunda,True,265.75,REV,0.85,Segunda-feira com range Globex grande (265.75pt). REV sozinha já tem a melhor performance. Range grande oferece bom espaço para REV tocar máxima/mínima e gerar sinais de reversão sem ruído. Não há motivo concreto para adicionar outra estratégia como reserva.
2026-03-03,terça,False,496.00,REV,0.85,Terça com range anterior moderado (496pt); REV é a estratégia comprovada. Sem indicadores que justifiquem dilui-la com outras.
2026-03-04,quarta,False,498.00,REV,0.75,"Quarta-feira com range anterior de 498pt (moderado). Nível de referência padrão (máx/mín RTH anterior). REV em produção tem melhor taxa; misturar outra estratégia historicamente piora. Sem sinais concretos para segunda estratégia, manter disciplina com REV única."
2026-03-05,quinta,False,391.75,REV,0.75,"Quinta-feira com range anterior grande (391.75pt indica volatilidade), nível padrão RTH. REV já consolidada; risco de misturar estratégias piora taxa de aprovação."
2026-03-06,sexta,False,437.25,REV,0.85,Sexta-feira com range anterior considerável (437pt) oferece bons alvos para REV. Sem indicativos de condição especial que justifique adicionar outra estratégia.
2026-03-09,segunda,True,473.00,REV,0.75,"Segunda-feira com range do Globex (domingo) é cenário clássico de REV. Range de 473pt é moderado, sem volatilidade anormal que justificasse ativar reserva."
2026-03-10,terça,False,745.00,REV,0.75,"Terça-feira comum, nível do dia anterior (RTH), range de 745pt é moderado. REV é a estratégia validada; sem razão concreta para adicionar ruído com outras estratégias."
2026-03-11,quarta,False,325.25,REV,0.85,"Quarta-feira com range anterior moderado (325pt). Nível vem de RTH dia anterior (não domingo à noite), cenário típico para REV. Sem sinais anômalos que justifiquem ativar reserva."
2026-03-12,quinta,False,306.50,REV,0.85,Quinta-feira com range anterior moderado (306.50pt) e nível de referência claro (máx/mín RTH). REV é a estratégia com melhor taxa de aprovação; sem informação de volatilidade anormal ou condição especial que justifique habilitar outras estratégias.
2026-03-13,sexta,False,291.75,REV,0.75,Sexta-feira com range anterior bem definido (291.75pt) e nível vindo de RTH do dia anterior. REV sozinha é o histórico mais consistente; sem contexto excepcional que justifique misturar outras estratégias.
2026-04-02,quinta,False,454.75,REV,0.85,Quinta-feira com range anterior robusto (454.75pt) e nível de referência vindo do RTH anterior. REV tem a melhor taxa aprovada; não há condição anômala que justifique dilatar a cota de trades com outras estratégias.
2026-04-06,segunda,True,345.25,REV,0.75,"Segunda-feira com range Globex de 345pt (moderado). REV é suficiente; adicionar outra estratégia só ""rouba"" slots. Manter foco."
2026-04-07,terça,False,249.50,REV,0.85,Terça com range de 249.50pt (volatilidade moderada) e nível do dia anterior RTH. REV é a estratégia validada; sem sinais de que outras estratégias agreguem valor hoje.
2026-04-08,quarta,False,412.75,REV,0.75,"Quarta-feira com range anterior robusto (412.75pt indica volatilidade presente). REV já validada e consistente; nível vem do RTH anterior (sem feriados/fins de semana), reduzindo risco de gap falso. Sem contexto que sugira alta qualidade de breakout ou reversão em médias — manter só REV."
2026-04-09,quinta,False,323.25,REV,0.85,Quinta-feira com range anterior robusto (323.25pt). REV validada consistentemente; nenhum fator que justifique diluar espaço com outra estratégia.
2026-04-10,sexta,False,309.25,REV,0.75,Sexta com range anterior grande (309.25pt) fornece níveis REV claros. Sem contexto excepcional para habilitar estratégias auxiliares — mantém foco na mais consistente.
2026-04-13,segunda,True,189.25,REV,0.75,Segunda-feira com nível do range de domingo (Globex) e volatilidade moderada (189.25pt). REV é a estratégia validada; sem sinais específicos de gap ou volatilidade extrema que justifiquem habilitar reservas.
2026-04-14,terça,False,387.50,REV,0.85,Terça com range anterior de 387.5pt (moderado). REV é validada; misturar estratégias historicamente piora resultado. Manter só REV.
2026-04-15,quarta,False,340.75,REV,0.85,"Quarta-feira, range anterior de 340.75pt (moderado), nível limpo do dia anterior. REV consolidada; sem sinais que justifiquem adicionar reserva e competir pelo limite de 12 trades."
2026-04-16,quinta,False,393.75,REV,0.75,Quinta-feira com range anterior robusto (393.75pt). REV em sua melhor forma; sem sinais de volatilidade anormal que justifiquem habilitar alternativas.
2026-04-17,sexta,False,288.50,REV,0.85,"Sexta-feira, range anterior grande (288.50pt indica volatilidade elevada), nível simples (max/min RTH anterior). REV isolada mantém melhor aprovação; misturar outras estratégias historicamente piora o resultado. Mantenha só REV."
2026-04-20,segunda,True,179.75,REV,0.75,Segunda-feira com range do domingo (179.75pt) — moderado. REV já validada; sem razão concreta para ativar reserva em contexto normal de segunda.
2026-04-21,terça,False,259.00,REV,0.75,"Terça comum, range anterior moderado (259pt), nível de referência limpo (máx/mín RTH do dia anterior). REV é a estratégia validada; nenhum indicador especial sugere habilitar reserva hoje."
2026-04-22,quarta,False,333.50,REV,0.75,"Quarta-feira, range anterior grande (333.50pt = volatilidade) e nível vem de máx/mín RTH do dia anterior. REV é a mais consistente; sem indicadores anormais que justifiquem misturar outras estratégias."
2026-04-23,quinta,False,281.50,REV,0.85,Quinta-feira com range anterior robusto (281.5pt) e nível de referência simples (máx/mín RTH anterior). REV é a estratégia validada; sem contexto anômalo que justifique misturar outras estratégias que historicamente prejudicam o resultado agregado.
2026-04-24,sexta,False,474.00,REV,0.85,Sexta-feira com range anterior robusto (474pt). REV tem melhor taxa comprovada; sem contexto que justifique misturar outras estratégias.
2026-04-27,segunda,True,198.25,REV,0.75,Segunda com range Globex (198.25pt). REV é validada; sem sinais concretos de vantagem em ORB/EMAV/ICT. Mantém foco em REV para maximizar taxa de aprovação.
2026-04-28,terça,False,156.25,REV,0.75,"Terça normal, range anterior moderado (156.25pt), nível vem de RTH simples. REV é a mais confiável; sem razão forte para adicionar outra."
2026-04-29,quarta,False,242.50,REV,0.75,"Quarta-feira, range anterior de 242.50pt (moderado), nível vem de RTH anterior. Sem contexto anômalo que justifique habilitar outra estratégia — REV sozinha mantém melhor taxa de aprovação."
2026-04-30,quinta,False,216.00,REV,0.85,Quinta-feira com range anterior robusto (216pt) e nível vindo do RTH anterior. REV é melhor sozinha; sem catalyst específico que indique volatilidade extrema ou mudança de regime.
2026-05-01,sexta,False,458.75,REV,0.85,Sexta com range anterior grande (458.75pt) garante níveis robustos para REV. Nenhum indicativo de condição especial que justifique misturar estratégias.
2026-05-04,segunda,True,144.75,REV,0.85,"Segunda-feira com nível do Globex (domingo à noite), range anterior robusto (144.75pt). REV é validada; sem sinais específicos de ORB/EMAV/ICT, manter foco."
2026-05-05,terça,False,328.00,REV,0.85,"Terça normal com range anterior de 328pt (moderado). REV sozinha é o padrão validado; sem catalisador específico que sugira ORB/EMAV/ICT, mantém-se foco máximo em REV."
2026-05-06,quarta,False,217.25,REV,0.75,"Quarta-feira comum, range anterior robusto (217.25pt) indica boa volatilidade para REV. Sem sinais de estrutura anômala — mantém-se só REV para máxima taxa de aprovação."
2026-05-07,quinta,False,383.25,REV,0.85,Quinta-feira com range anterior robusto (383.25pt) e nível de referência limpo do dia anterior RTH. REV está em seu contexto ideal — confiança alta em rejeição nas máximas/mínimas com volatilidade confirmada.
2026-05-08,sexta,False,392.75,REV,0.75,"Sexta-feira com range anterior bem definido (392.75pt) e nível claro do RTH anterior. REV é a estratégia validada; sem sinais anormais, mantém-se só REV."
2026-05-11,segunda,True,174.00,REV,0.85,"Segunda-feira com range Globex (174pt) — moderado. REV é a única com taxa de aprovação consistente; misturar outras estratégias historicamente piora o resultado. Sem sinais concretos que justifiquem segunda estratégia, mantenho só REV em produção."
2026-05-12,terça,False,233.25,REV,0.85,"Terça-feira, range anterior de 233.25pt (moderado), nível vindo do RTH anterior. REV é robusta em contextos normais; sem sinais específicos que justifiquem ORB/EMAV/ICT, evitar ""roubo"" de slot que historicamente piora resultado agregado."
2026-05-13,quarta,False,554.00,REV,0.85,Quarta-feira com range anterior grande (554pt) garante bom nível de referência para REV; sem fatores anómalos que justifiquem reserva.
2026-05-14,quinta,False,490.50,REV,0.85,"Quinta-feira, range anterior grande (490.5pt), nível vem de RTH anterior (não é carryover de domingo). REV tem histórico comprovado superior; nenhum indicador externo justifica arriscá-la com reservas."
2026-05-15,sexta,False,323.50,REV,0.85,Sexta-feira com range anterior robusto (323.50pt) — REV tem historicamente melhor performance. Sem fatores extraordinários que justifiquem habilitar outras estratégias como reserva.
2026-05-18,segunda,True,357.75,REV,0.75,"Segunda-feira com nível do Globex e range grande (357.75pt) sugere boa amplitude; REV é o padrão confiável, sem sinais concretos para adicionar reserva."
2026-05-19,terça,False,544.25,REV,0.85,Terça com range anterior robusto (544.25pt). REV segue sendo a única validada; misturar estratégias historicamente piora o resultado agregado ao competir pelos 12 trades/dia.
2026-05-20,quarta,False,463.50,REV,0.75,"Quarta-feira, range anterior grande (463.50pt) indica boa volatilidade para REV; nível vem do RTH normal; sem indicadores atípicos que justifiquem adicionar outra estratégia."
2026-05-21,quinta,False,387.00,REV,0.85,"Quinta-feira com range anterior grande (387pt) favorece REV. Nível é do RTH anterior, não há feriado/segunda pós-fim de semana. Manter REV em exclusividade."
2026-05-22,sexta,False,427.00,REV,0.75,"Sexta-feira com range anterior normal (~427pt). Sem contexto de gap do fim de semana, nível é do RTH anterior. REV sozinha é a base confiável; misturar outra estratégia só roubaria espaço dos 12 trades diários."
2026-05-25,segunda,True,311.75,REV,0.75,"Segunda-feira após fim de semana, range Globex de 311.75pt (amplo). REV é a melhor estratégia validada; não há razão concreta para adicionar outra estratégia que historicamente piora o resultado agregado."
2026-05-26,terça,False,83.75,REV,0.85,Terça com range anterior moderado (83.75pt). REV já validada; sem sinais específicos para habilitar reserva.
2026-05-27,quarta,False,292.00,REV,0.75,"Quarta-feira, range anterior de 292pt (moderado), nível do dia anterior RTH. REV pura é a opção mais segura; sem evidência de alta volatilidade esperada ou padrão específico que justifique ativar reservas."
2026-05-28,quinta,False,320.50,REV,0.85,"Quinta-feira com range anterior robusto (320.5pt), nível RTH bem definido. REV sozinha tem melhor taxa agregada; misturar estratégias reduz espaço útil. Sem condição anormal que justifique reserva."
2026-05-29,sexta,False,424.25,REV,0.85,Sexta-feira com range anterior grande (424.25pt indica volatilidade elevada). REV é a única com taxa de aprovação consistente; não há contexto de domingo à noite ou compressão extrema que justifique habilitar outra estratégia como reserva.
2026-06-01,segunda,True,234.00,REV,0.75,"Segunda-feira com range Globex de domingo; REV validada de forma consistente, e 234pt não é volatilidade extrema que justifique adicionar reserva."
2026-06-02,terça,False,401.00,REV,0.75,Terça com range anterior de 401pt (moderado a normal). REV tem histórico superior; sem evento específico que justifique misturar outras estratégias.
2026-06-03,quarta,False,295.50,REV,0.85,"Quarta-feira com range anterior de 295.50pt (acima da média típica), nível vem do RTH anterior — perfil clássico para REV. Sem informações que sugiram volatilidade atípica ou padrão específico que favoreça ORB/EMAV/ICT. Manter só REV para maximizar taxa de aprovação."
2026-06-04,quinta,False,311.75,REV,0.85,"Quinta-feira com range anterior de 311.75pt (moderado-alto), nível vem do RTH anterior. REV é a estratégia validada; sem sinais específicos para ativar reserva."
2026-06-08,segunda,True,465.25,REV,0.75,Segunda-feira com range de domingo à noite; 465.25pt é tamanho modesto que não justifica interferência. REV em produção é suficiente.
2026-06-09,terça,False,411.50,REV,0.85,Terça normal com range anterior saudável (411.50pt). Sem triggers específicos que justifiquem ativar reserva. REV sozinha segue como melhor opção.
2026-06-10,quarta,False,1620.50,REV,0.85,"Quarta-feira, range anterior grande (1620.50pt) oferece bom suporte para REV. Nível é do dia anterior direto (RTH), sem complicação de Globex — sem motivo para adicionar ruído com outras estratégias."
2026-06-11,quinta,False,757.00,REV,0.75,"Quinta-feira, range anterior normal (757pt), nível vem do RTH do dia anterior. REV tem histórico comprovado; não há sinal contextual que justifique habilitar outra estratégia como reserva."
