data,hora,lado,nivel,dist_nivel,usou_domingo,decisao_ia,confianca,motivo
2025-08-07,13:09,SHORT,23445.25,4.50,False,ACEITA,0.68,"Nível é máxima do dia anterior (RTH, mais confiável que Globex), toque ocorreu em horário líquido (13:09 ET), distância de 4.5pt é razoável e a vela fechou com rejeição clara abaixo do nível (5pt de retorno)."
2025-08-07,13:11,SHORT,23445.25,9.50,False,RECUSA,0.68,"Distância de 9.50pt até o nível é excessiva, indicando toque pouco preciso e menor probabilidade de rejeição limpa na linha."
2025-08-07,13:15,SHORT,23445.25,5.00,False,ACEITA,0.68,"Nível de dia anterior (RTH, mais confiável que Globex), horário líquido (13:15 ET), rejeição clara com fechamento 5pt abaixo da máxima tocada."
2025-08-07,13:18,SHORT,23445.25,5.75,False,RECUSA,0.65,"Distância de 5,75pt além do nível é grande, indicando rompimento com força e não uma rejeição limpa na linha."
2025-08-07,13:24,SHORT,23445.25,0.75,False,ACEITA,0.72,"Toque preciso (0.75pt) na máxima do dia anterior, com fechamento da vela abaixo da linha confirmando rejeição, em horário líquido de RTH e nível não-Globex."
2025-08-07,13:27,SHORT,23445.25,4.25,False,ACEITA,0.65,"Nível é o dia anterior (mais confiável que Globex), horário líquido (13:27 ET), vela fechou rejeitando a máxima com distância razoável (4.25pt) e fechamento 4pt abaixo do toque, indicando rejeição clara."
2025-08-07,15:38,SHORT,23445.25,4.25,False,ACEITA,0.68,"Nível é máxima RTH do dia anterior (mais confiável que Globex), toque com distância razoável (4.25pt) e fechamento da vela já 4.25pt abaixo do nível, mostrando rejeição clara; horário ainda dentro da janela líquida de RTH."
2025-08-07,15:45,SHORT,23445.25,5.00,False,ACEITA,0.68,"Nível de dia anterior (RTH, mais confiável que Globex), horário ainda dentro do pregão regular, distância de 5pt e fechamento 5pt abaixo da linha mostram rejeição clara."
2025-08-08,10:10,SHORT,23671.00,3.50,False,ACEITA,0.68,"Nível é da RTH anterior (mais confiável que Globex), horário dentro da sessão principal, distância de 3.5pt acima da linha e fechamento 4pt abaixo do toque mostram rejeição clara."
2025-08-08,10:25,SHORT,23671.00,7.25,False,RECUSA,0.65,"Distância de 7.25pt do nível é grande, indicando rejeição pouco precisa/tardia em relação à linha, reduzindo a qualidade do sinal apesar do dia útil normal e horário líquido."
2025-08-08,10:52,SHORT,23671.00,0.50,False,ACEITA,0.72,"Toque preciso (0.5pt) na máxima do dia anterior com fechamento rejeitando a linha, horário líquido de sessão regular e nível confiável (RTH, não Globex)."
2025-08-08,10:54,SHORT,23671.00,3.50,False,ACEITA,0.68,"Nível é máx/mín do dia anterior (RTH, mais confiável que Globex), toque com distância pequena (3.5pt) e fechamento claramente abaixo da linha indicando rejeição válida, horário dentro da sessão regular com boa liquidez."
2025-08-08,10:56,SHORT,23671.00,8.25,False,RECUSA,0.65,"Distância de 8,25pt além do nível é excessiva, indicando rompimento com força e não uma rejeição limpa da linha."
2025-08-08,11:06,SHORT,23671.00,4.75,False,ACEITA,0.68,"Nível é da máxima do dia anterior (RTH, mais confiável que Globex), toque com distância razoável (4.75pt) e vela fechou rejeitando bem abaixo da linha, dentro do horário líquido de sexta-feira."
2025-08-08,11:11,SHORT,23671.00,5.00,False,ACEITA,0.65,"Nível é RTH normal (não Globex), toque com distância razoável (5pt) e fechamento da vela já 5pt abaixo da linha, mostrando rejeição clara; horário de manhã em sexta ainda dentro de janela líquida."
2025-08-08,11:14,SHORT,23671.00,4.25,False,ACEITA,0.68,"Nível é do dia anterior (RTH, não Globex), horário dentro da sessão regular, distância de toque razoável (4.25pt) e fechamento da vela já 4.25pt abaixo do nível, mostrando rejeição clara."
2025-08-08,11:21,SHORT,23671.00,3.75,False,ACEITA,0.68,"Nível de dia anterior (RTH, mais confiável que Globex), horário líquido, distância pequena (3.75pt) e fechamento claramente abaixo da linha indicando rejeição consistente."
2025-08-08,11:24,SHORT,23671.00,4.75,False,ACEITA,0.68,"Nível é máxima do dia anterior (RTH, mais confiável que Globex), horário dentro do pregão regular, distância de toque razoável (4.75pt) e fechamento da vela já rejeitando bem abaixo da linha, indicando rejeição válida."
2025-08-08,11:29,SHORT,23671.00,1.00,False,ACEITA,0.68,"Nível é máxima do dia anterior (RTH, mais confiável que Globex), toque bem próximo à linha (1pt) e fechamento da vela já abaixo do nível, indicando rejeição clara; horário e dia (sexta 11:29 ET) dentro da janela líquida de sessão regular."
2025-08-08,11:54,SHORT,23671.00,5.50,False,ACEITA,0.68,"Nível do dia anterior (RTH, mais confiável que Globex), toque com distância razoável (5.5pt) e fechamento de rejeição claro abaixo da linha, em horário líquido de sexta-feira."
2025-08-08,13:02,SHORT,23671.00,9.00,False,RECUSA,0.65,"Toque com 9pt de distância da linha indica invasão profunda sem rejeição limpa exatamente no nível, reduzindo a qualidade do sinal apesar do fechamento abaixo do nível."
2025-08-08,13:06,SHORT,23671.00,1.75,False,ACEITA,0.72,"Nível é o dia anterior RTH (mais confiável que Globex), toque preciso a 1.75pt da linha com fechamento rejeitando abaixo dela, dentro do horário líquido de sexta-feira."
2025-08-08,13:12,SHORT,23671.00,0.50,False,ACEITA,0.68,"Toque preciso (0,5pt) na máxima do dia anterior RTH, com fechamento rejeitando a linha, em horário líquido de sessão regular."
2025-08-08,13:17,SHORT,23671.00,6.25,False,RECUSA,0.62,"Distância de 6,25pt além da linha é excessiva, indicando rompimento com força e não mera rejeição, além do horário pós-almoço de sexta ter liquidez reduzida e maior risco de movimento errático."
2025-08-08,13:21,SHORT,23671.00,4.00,False,ACEITA,0.68,"Nível do dia anterior (RTH, mais confiável), toque com distância razoável de 4pt e fechamento claramente rejeitando abaixo da linha, dentro do horário líquido de sexta-feira."
2025-08-08,13:26,SHORT,23671.00,6.00,False,ACEITA,0.68,"Nível de dia anterior (RTH, mais confiável que Globex), toque com distância razoável (6pt) e fechamento da vela já 6pt abaixo do nível, mostrando rejeição clara; horário de sexta à tarde tem liquidez ok, sem proximidade de fechamento."
2025-08-08,13:30,SHORT,23671.00,9.50,False,RECUSA,0.65,"Distância de 9.5pt do nível é grande demais, indicando rompimento forte além da linha em vez de rejeição limpa, mesmo com fechamento abaixo do nível."
2025-08-11,09:30,LONG,23701.00,14.00,True,RECUSA,0.72,"Nível de domingo à noite (Globex) é mais espúrio, e o toque ocorreu no horário de abertura de NY (09:30 ET), momento de alta volatilidade e distorção de preço; distância de 14pt já supera o stop de 12,5pt, indicando rejeição fraca em relação ao risco."
2025-08-11,09:38,LONG,23701.00,2.25,True,RECUSA,0.68,"Nível de domingo à noite (Globex) é mais espúrio, e o horário 09:38 ET já está dentro do pregão regular com maior volatilidade/ruído, aumentando risco de falsa rejeição apesar da proximidade do toque."
2025-08-11,09:40,LONG,23701.00,11.25,True,RECUSA,0.72,"Nível de domingo à noite (Globex) é mais espúrio, distância de 11.25pt do toque é grande demais para uma rejeição precisa, e já é 09:40 ET (após abertura de NY), reduzindo a confiabilidade do range noturno como referência."
2025-08-11,12:02,SHORT,23773.00,5.25,True,RECUSA,0.72,"Nível de Globex (domingo à noite) é mais espúrio, distância de 5.25pt do toque é grande demais para uma rejeição confiável, e horário de 12:02 ET já está fora da janela de maior liquidez/movimento (fora da abertura), reduzindo a qualidade do sinal."
2025-08-11,12:06,SHORT,23773.00,7.50,True,RECUSA,0.68,"Nível de domingo à noite (Globex) é mais espúrio, horário já é meio-dia (fora da janela mais confiável de abertura) e distância de 7.5pt do toque à linha indica rejeição pouco precisa, aumentando risco de sinal falso."
2025-08-11,12:37,SHORT,23773.00,2.00,True,RECUSA,0.68,"Nível de domingo à noite (Globex) é mais espúrio, e o toque ocorre em horário de baixa liquidez (12:37 ET, fora dos horários de maior volume), reduzindo a confiabilidade da rejeição apesar da distância curta de 2pt."
2025-08-11,13:39,LONG,23701.00,3.75,True,RECUSA,0.68,"Nível de domingo à noite (Globex) é mais espúrio, sinal ocorre tarde (13:39 ET, fora da janela de abertura), e distância de 3.75pt sugere rejeição fraca; risco/retorno desfavorável para operar."
2025-08-11,13:42,LONG,23701.00,9.25,True,RECUSA,0.72,"Nível Globex de domingo é mais espúrio, horário fora da abertura (13:42 ET) tem menos liquidez direcional, e distância de 9.25pt até a linha sugere rejeição pouco precisa, aumentando risco de falso sinal."
2025-08-11,13:48,LONG,23701.00,8.50,True,RECUSA,0.72,"Nível de Globex (mais espúrio) na segunda-feira, horário fora do pico de liquidez (13:48 ET) e distância de 8.5pt do toque à linha indica rejeição pouco precisa, aumentando risco de falso sinal."
2025-08-11,13:51,LONG,23701.00,2.50,True,RECUSA,0.68,"Nível de Globex (mais espúrio) tocado tarde na sessão RTH (13:51 ET), fora da janela mais confiável de abertura, o que reduz a qualidade estatística do sinal apesar da rejeição clara."
2025-08-11,13:53,LONG,23701.00,2.75,True,RECUSA,0.68,"Nível é range de domingo à noite (Globex), mais espúrio, e horário 13:53 ET já está fora da janela mais confiável de reversão (abertura/manhã), reduzindo a qualidade do sinal apesar da rejeição próxima da linha."
2025-08-12,09:42,SHORT,23804.50,8.25,False,RECUSA,0.65,"Distância de 8.25pt até a linha é grande demais, indicando rompimento/teste distante em vez de rejeição precisa no nível, reduzindo a qualidade do sinal."
2025-08-12,09:44,SHORT,23804.50,13.50,False,RECUSA,0.7,"Distância de 13.5pt até o nível é excessiva, indicando rompimento/penetração forte em vez de rejeição precisa na linha, reduzindo a qualidade do sinal de reversão."
2025-08-12,11:06,SHORT,23804.50,3.50,False,ACEITA,0.68,"Nível é o dia anterior RTH (mais confiável que Globex), horário de sessão regular, distância de 3.5pt e fechamento 3.5pt abaixo da máxima indicam rejeição clara."
2025-08-12,11:09,SHORT,23804.50,4.25,False,ACEITA,0.65,"Nível é o dia anterior RTH (mais confiável que Globex), rejeição clara com fechamento 4.25pt abaixo do toque, dentro do horário líquido da sessão regular."
2025-08-13,10:32,SHORT,23950.00,2.75,False,ACEITA,0.72,"Toque no nível do dia anterior (mais confiável que Globex), horário de liquidez do RTH (10:32 ET), distância pequena de 2.75pt e fechamento claramente abaixo da linha indicando rejeição consistente."
2025-08-13,10:47,SHORT,23950.00,6.75,False,RECUSA,0.65,"Distância de 6.75pt até o nível é grande demais, indicando rompimento com força e não uma rejeição limpa da linha."
2025-08-13,10:49,SHORT,23950.00,3.00,False,ACEITA,0.68,"Nível é máxima do dia anterior (RTH, mais confiável que Globex), horário dentro da sessão regular ativa, distância de 3pt e fechamento 3pt abaixo da linha mostram rejeição clara."
2025-08-13,10:52,SHORT,23950.00,3.75,False,ACEITA,0.68,"Nível de dia anterior (RTH, mais confiável que Globex), horário dentro do pregão regular, distância pequena (3.75pt) e fechamento claramente abaixo da linha indicando rejeição consistente."
2025-08-13,11:03,SHORT,23950.00,3.75,False,ACEITA,0.68,"Nível é máxima do dia anterior (RTH, mais confiável), horário dentro do pregão regular, distância de toque pequena (3.75pt) e fechamento claramente abaixo da linha indicando rejeição válida."
2025-08-13,11:23,SHORT,23950.00,8.00,False,RECUSA,0.65,"Distância de 8pt do nível é grande, indicando rompimento/rejeição menos precisa e maior risco de sinal espúrio, mesmo sendo dia útil normal em horário líquido."
2025-08-13,11:25,SHORT,23950.00,8.25,False,RECUSA,0.65,"Distância de 8,25pt é grande, indicando ultrapassagem forte do nível com fechamento distante da linha, sugerindo rejeição fraca e maior risco de continuação em vez de reversão."
2025-08-13,11:33,SHORT,23950.00,4.50,False,ACEITA,0.68,"Nível do dia anterior (RTH, mais confiável que Globex), horário de meio de manhã com liquidez boa, distância de 4,5pt e fechamento 4,5pt abaixo do nível mostram rejeição clara."
2025-08-13,11:35,SHORT,23950.00,12.75,False,RECUSA,0.68,"Distância de 12,75pt além do nível é grande demais para uma rejeição limpa, sugerindo forte momentum de rompimento em vez de reversão, mesmo com fechamento abaixo da linha."
2025-08-13,11:42,SHORT,23950.00,3.25,False,ACEITA,0.68,"Nível é máxima do dia anterior (RTH, mais confiável que Globex), horário de liquidez (11:42 ET), toque com distância pequena (3.25pt) e fechamento claramente abaixo da linha indicando rejeição válida."
2025-08-13,11:50,SHORT,23950.00,0.50,False,ACEITA,0.75,"Toque preciso (0,5pt) na máxima do dia anterior (nível RTH confiável), horário de liquidez (11:50 ET) e vela fecha rejeitando a linha, dentro da semana útil."
2025-08-13,13:26,SHORT,23950.00,12.00,False,RECUSA,0.65,"Distância de 12pt do nível é excessiva, indicando toque impreciso e rejeição pouco clara, mesmo com nível de dia anterior confiável."
2025-08-13,14:14,SHORT,23950.00,6.25,False,ACEITA,0.68,"Nível de dia anterior (RTH, mais confiável que Globex), horário líquido, rejeição clara com fechamento 6,25pt abaixo da máxima."
2025-08-13,14:58,SHORT,23950.00,3.50,False,ACEITA,0.72,"Nível de dia anterior (RTH, mais confiável que Globex), horário líquido (14:58 ET), toque com folga de 3.5pt além da linha e fechamento nítido de rejeição abaixo do nível, confirmando venda no topo."
2025-08-13,15:22,SHORT,23950.00,0.75,False,ACEITA,0.72,"Toque preciso (0.75pt) na máxima do dia anterior RTH, com fechamento da vela rejeitando abaixo do nível, em horário líquido de tarde e dia útil normal (quarta), sem viés de range espúrio de Globex."
2025-08-13,15:53,SHORT,23950.00,4.00,False,ACEITA,0.72,"Nível de dia anterior (RTH, mais confiável que Globex), toque próximo à linha (4pt) e vela fechou 4pt abaixo do nível, mostrando rejeição clara; horário ainda dentro do pregão regular em quarta-feira, sem ser muito tarde."
2025-08-13,15:55,SHORT,23950.00,6.00,False,RECUSA,0.65,"Horário próximo do fechamento do RTH (15:55) reduz liquidez/continuidade do movimento, apesar da rejeição clara de 6pt sobre nível válido do dia anterior."
2025-08-13,15:57,SHORT,23950.00,0.25,False,ACEITA,0.72,"Toque bem próximo à máxima do dia anterior (0.25pt), nível RTH confiável, fechamento rejeitando a linha e horário dentro da sessão regular, favorecendo qualidade do sinal."
2025-08-14,11:29,LONG,23886.00,2.25,False,ACEITA,0.72,"Nível é mínima do dia anterior (RTH, mais confiável que Globex), toque com distância pequena (2.25pt) e fechamento claramente acima da linha indicando rejeição, dentro do horário líquido da manhã."
2025-08-14,11:31,LONG,23886.00,5.25,False,ACEITA,0.68,"Nível de dia anterior (RTH, não Globex), horário líquido, rejeição clara com fechamento 5.25pt acima da linha."
2025-08-14,11:45,LONG,23886.00,1.25,False,ACEITA,0.68,"Toque próximo à mínima do dia anterior (1.25pt), horário de liquidez razoável (11:45 ET), vela fecha acima da linha indicando rejeição válida."
2025-08-14,12:18,LONG,23886.00,8.50,False,RECUSA,0.65,"Distância de 8.5pt até a linha é excessiva, indicando toque impreciso e rejeição pouco limpa do nível."
2025-08-14,12:28,LONG,23886.00,1.25,False,ACEITA,0.72,"Toque preciso (1.25pt) na mínima RTH do dia anterior, com fechamento de rejeição acima do nível, em horário líquido de sessão regular."
2025-08-14,12:31,LONG,23886.00,7.25,False,RECUSA,0.65,"Distância de 7,25pt do nível é excessiva, indicando rompimento/teste impreciso e não uma rejeição limpa na linha, apesar do horário e origem (dia anterior RTH) serem favoráveis."
2025-08-14,12:43,LONG,23886.00,3.50,False,ACEITA,0.68,"Nível de dia anterior (RTH, mais confiável que Globex), toque com distância pequena (3.5pt) e fechamento da vela claramente acima da linha, indicando rejeição válida dentro do horário líquido da tarde."
2025-08-15,09:41,LONG,23841.25,10.25,False,RECUSA,0.68,"Distância de 10.25pt até a linha é excessiva, indicando toque impreciso e rejeição pouco clara do nível, mesmo com fechamento acima do nível."
2025-08-15,10:04,LONG,23841.25,0.25,False,ACEITA,0.72,"Toque muito próximo da mínima do dia anterior (0.25pt), com fechamento acima da linha confirmando rejeição; nível de RTH (não-Globex) e horário dentro da sessão regular dão mais confiabilidade ao sinal."
2025-08-15,10:06,LONG,23841.25,5.75,False,ACEITA,0.68,"Sinal em nível RTH normal (não Globex), horário de liquidez (10:06 ET), distância de 5.75pt do nível e fechamento 5.75pt acima do toque indicam rejeição clara."
2025-08-15,10:08,LONG,23841.25,9.00,False,RECUSA,0.65,"Distância de 9pt até a linha é grande, indicando fechamento de rejeição fraco e pouca precisão no toque do nível."
2025-08-15,10:32,LONG,23841.25,6.25,False,ACEITA,0.68,"Nível é mínima do RTH anterior (mais confiável que Globex), horário dentro da janela ativa da manhã, distância de 6.25pt razoável e vela fechou com rejeição clara acima da linha (+6.25pt)."
2025-08-15,10:36,LONG,23841.25,7.50,False,RECUSA,0.65,"Distância de 7.5pt do nível é grande, indicando rejeição pouco precisa, mesmo com fechamento acima da linha em sexta-feira (dia de menor confiabilidade para reversões)."
2025-08-15,10:40,LONG,23841.25,7.00,False,RECUSA,0.65,"Distância de 7pt do nível é grande para 12,5pt de stop, e horário 10:40 ET já foge da janela inicial de maior confiabilidade da reversão, aumentando risco de rompimento em vez de rejeição real."
2025-08-15,10:43,LONG,23841.25,5.00,False,RECUSA,0.62,"Toque a 5pt da linha indica pouca precisão na reação ao nível, mesmo com fechamento acima da mínima; sexta e horário pós-abertura aumentam risco de reversão fraca."
2025-08-18,09:31,LONG,23795.00,6.50,True,RECUSA,0.68,"Nível de domingo à noite (Globex) é mais espúrio, distância de 6.5pt é grande demais para uma rejeição limpa na linha, e horário 09:31 ET coincide com abertura do pregão regular, gerando volatilidade que distorce o sinal."
2025-08-18,09:34,LONG,23795.00,6.25,True,RECUSA,0.68,"Nível de domingo à noite (Globex) é mais espúrio, e distância de 6,25pt do toque é grande, indicando rejeição pouco precisa na linha."
2025-08-18,09:37,LONG,23795.00,7.00,True,RECUSA,0.68,"Nível de Globex (domingo à noite) é mais espúrio, e o toque com 7pt de distância já em sessão regular (09:37 ET) sugere rejeição tardia e menos confiável, aumentando risco de falso sinal."
2025-08-18,09:40,LONG,23795.00,10.75,True,RECUSA,0.72,"Nível de Globex (domingo à noite) é mais espúrio, distância de 10.75pt do toque é grande, e horário 09:40 ET já está dentro do pregão regular com maior ruído pós-abertura, reduzindo a confiabilidade da rejeição."
2025-08-18,09:49,LONG,23795.00,5.50,True,RECUSA,0.68,"Nível de domingo à noite (Globex) é mais espúrio, e o toque às 09:49 ET já está fora da abertura, com distância de 5.5pt indicando rejeição pouco clara da linha."
2025-08-18,10:24,LONG,23795.00,6.75,True,RECUSA,0.68,"Nível de Globex (mais espúrio) tocado às 10:24, fora da janela de abertura, com distância de rejeição (6.75pt) relativamente grande, reduzindo a qualidade do sinal."
2025-08-18,13:32,LONG,23795.00,1.25,True,RECUSA,0.68,"Nível de Globex (mais espúrio) tocado fora do horário de maior liquidez (13:32 ET), com rejeição fraca de apenas 1.25pt acima da linha, insuficiente para confirmar reversão sólida."
2025-08-18,14:55,LONG,23795.00,0.50,True,RECUSA,0.68,"Nível de domingo/Globex é mais espúrio, horário fora da abertura (14:55 ET) com baixa liquidez, e distância de toque muito pequena (0.5pt) indica rejeição fraca e pouca margem de segurança."
2025-08-18,14:58,LONG,23795.00,3.00,True,RECUSA,0.68,"Nível é range de domingo à noite (Globex), mais espúrio, e o sinal ocorre tarde na sessão regular (14:58 ET), reduzindo a qualidade do nível e o tempo/momentum para reversão eficaz."
2025-08-18,15:05,LONG,23795.00,6.00,True,RECUSA,0.68,"Nível de Globex (mais espúrio) tocado tarde na sessão de segunda, com distância de 6pt indicando rejeição fraca/pouco limpa da linha."
2025-08-18,15:07,LONG,23795.00,5.50,True,RECUSA,0.68,"Nível de domingo à noite (Globex) é mais espúrio, distância de 5.5pt é grande demais para uma rejeição limpa, e horário (15:07 ET) já está fora da janela mais líquida, reduzindo a qualidade do sinal."
2025-08-18,15:12,LONG,23795.00,1.00,True,RECUSA,0.68,"Nível de domingo/Globex é mais espúrio, horário de tarde (pós-almoço, baixa liquidez relativa) e distância de toque muito pequena (1pt) indicam rejeição fraca e maior risco de falso sinal."
2025-08-18,15:19,LONG,23795.00,1.25,True,RECUSA,0.68,"Nível de Globex (mais espúrio) tocado tarde (15:19 ET), fora da janela de maior liquidez/volatilidade, com rejeição fraca (apenas 1.25pt e fechamento pouco acima da linha)."
2025-08-18,15:21,LONG,23795.00,1.75,True,RECUSA,0.68,"Nível de Globex (domingo à noite) é mais espúrio, e às 15:21 ET já estamos na sessão da tarde, fora do horário de maior confiabilidade para reversões nesse tipo de nível."
2025-08-18,15:41,LONG,23795.00,0.25,True,RECUSA,0.68,"Nível de Globex (mais espúrio) tocado à tarde, fora da janela de maior confiabilidade, com rejeição mínima de apenas 0.25pt indicando fraca convicção na reversão."
2025-08-18,15:47,LONG,23795.00,11.75,True,RECUSA,0.72,"Nível de Globex (mais espúrio) com distância excessiva de 11.75pt até a linha, na tarde de segunda-feira, indicando toque impreciso e baixa qualidade do sinal."
2025-08-18,15:53,LONG,23795.00,3.25,True,RECUSA,0.68,"Nível de Globex (mais espúrio) tocado tarde na sessão regular (15:53 ET), próximo do fechamento, com distância de rejeição pequena (3.25pt) que reduz a confiabilidade do sinal."
2025-08-19,09:32,LONG,23719.00,5.25,False,RECUSA,0.65,"Distância de 5.25pt até a linha é excessiva, indicando toque impreciso e rejeição pouco limpa, mesmo com nível RTH válido em horário de abertura."
2025-08-19,10:05,LONG,23719.00,2.75,False,ACEITA,0.68,"Nível de dia anterior (não Globex), toque próximo à linha (2,75pt) com fechamento claramente acima do nível, indicando rejeição válida em horário líquido de RTH."
2025-08-19,10:10,LONG,23719.00,6.25,False,ACEITA,0.68,"Nível é o dia anterior RTH (mais confiável que Globex), horário dentro da sessão ativa (10:10 ET), distância de 6.25pt do nível é razoável e fechamento da vela mostra rejeição clara acima da linha (23725.25 vs 23719.00), indicando reversão válida."
2025-08-25,10:03,LONG,23520.50,6.75,True,RECUSA,0.68,"Nível de domingo/Globex é mais espúrio, toque já em horário de pregão regular (10:03) e distância de 6,75pt até a linha é grande, indicando rejeição fraca e imprecisa."
2025-08-25,10:21,LONG,23520.50,3.50,True,RECUSA,0.68,"Nível de Globex (domingo à noite) é mais espúrio, distância de 3.5pt do toque é grande demais para uma rejeição limpa, e o horário 10:21 ET já está fora da abertura, reduzindo a qualidade do sinal."
2025-08-25,11:23,SHORT,23607.50,6.50,True,RECUSA,0.68,"Nível é range de domingo/Globex (mais espúrio) e o toque ocorreu com 6.5pt de distância da linha, já bem entrado na sessão regular (11:23 ET), reduzindo a qualidade da rejeição."
2025-08-25,11:32,SHORT,23607.50,2.50,True,RECUSA,0.68,"Nível de Globex (mais espúrio) tocado tarde na manhã de segunda, longe da abertura, com rejeição fraca (fechou só 2,5pt abaixo da linha) reduzindo a qualidade do sinal."
2025-08-25,11:34,SHORT,23607.50,11.25,True,RECUSA,0.72,"Nível espúrio de domingo/Globex + toque com distância excessiva (11.25pt) já muito além da linha, indicando rompimento em vez de rejeição limpa, e horário fora da janela mais confiável de abertura."
2025-08-25,11:55,SHORT,23607.50,3.00,True,RECUSA,0.68,"Nível de domingo à noite (Globex) é mais espúrio, sinal já ocorre tarde na sessão (11:55 ET) longe da abertura, reduzindo confiabilidade da rejeição."
2025-08-25,12:00,SHORT,23607.50,6.25,True,RECUSA,0.68,"Nível de domingo à noite (Globex) é mais espúrio, e o horário 12:00 ET já está fora da janela de maior liquidez/volatilidade da abertura, reduzindo a qualidade do sinal apesar da rejeição clara."
2025-08-25,12:02,SHORT,23607.50,5.25,True,RECUSA,0.68,"Nível de domingo à noite (Globex) é mais espúrio, horário fora do pico de liquidez (12:02 ET) e distância de rejeição de 5.25pt é relativamente pequena para confirmar rejeição sólida."
2025-08-25,12:12,SHORT,23607.50,1.50,True,RECUSA,0.68,"Nível de Globex (domingo à noite) é mais espúrio, e às 12:12 ET já estamos fora do horário de maior probabilidade (abertura/overlap), reduzindo a qualidade do sinal."
2025-08-25,12:18,SHORT,23607.50,4.75,True,RECUSA,0.68,"Nível de Globex (mais espúrio) tocado tarde (12:18 ET), fora da janela de abertura, com distância de rejeição pequena (4.75pt) — baixa qualidade de sinal."
2025-08-25,12:21,SHORT,23607.50,8.75,True,RECUSA,0.72,"Nível é range de domingo/Globex (mais espúrio) e horário 12:21 ET já está fora da janela de maior liquidez da manhã, aumentando risco de falso rompimento apesar da rejeição."
2025-08-25,12:37,SHORT,23607.50,7.75,True,RECUSA,0.68,"Nível de Globex (domingo à noite) é mais espúrio, e às 12:37 ET já estamos longe da abertura, com distância de 7.75pt indicando rejeição pouco expressiva perto da linha."
2025-08-25,12:43,SHORT,23607.50,7.25,True,RECUSA,0.7,"Nível de domingo à noite (Globex) é mais espúrio, horário fora da abertura, e distância de 7.25pt do toque à linha é grande, indicando rejeição fraca e pouca precisão no nível."
2025-08-25,12:49,SHORT,23607.50,3.50,True,RECUSA,0.68,"Nível Globex de domingo é mais espúrio e o sinal ocorre bem depois da abertura (12:49 ET), fora do horário de maior confiabilidade da rejeição."
2025-08-25,12:52,SHORT,23607.50,11.50,True,RECUSA,0.72,"Nível de domingo à noite (Globex) é mais espúrio, distância de 11.5pt até a linha é excessiva para caracterizar rejeição precisa, e horário (12:52 ET) já está fora da janela de maior confiabilidade da abertura/manhã, reduzindo qualidade do sinal."
2025-08-26,09:48,LONG,23443.25,1.75,False,ACEITA,0.72,"Toque próximo à mínima do dia anterior (RTH, não Globex), distância pequena (1.75pt) e fechamento acima do nível indicando rejeição clara, dentro do horário líquido da manhã."
2025-08-26,09:50,LONG,23443.25,1.25,False,ACEITA,0.72,"Nível é o dia anterior RTH (mais confiável que Globex), toque próximo à linha (1.25pt) e vela fechou acima do nível confirmando rejeição, dentro do horário de liquidez da manhã."
2025-08-27,10:20,SHORT,23600.00,1.50,False,ACEITA,0.72,"Nível de dia anterior (RTH, mais confiável que Globex), toque próximo à linha (1.5pt) com fechamento claramente abaixo dela indicando rejeição, dentro do horário líquido da manhã em dia de semana normal."
2025-08-27,10:22,SHORT,23600.00,3.00,False,ACEITA,0.68,"Nível é da máxima do dia anterior (RTH, mais confiável que Globex), horário dentro da sessão regular ativa, e a vela fechou 3pt abaixo do nível mostrando rejeição clara."
2025-08-27,10:25,SHORT,23600.00,3.25,False,ACEITA,0.68,"Nível de dia anterior (RTH, mais confiável), horário de liquidez (10:25 ET), toque com rejeição clara e fechamento 3.25pt abaixo da linha."
2025-08-27,10:46,SHORT,23600.00,13.50,False,RECUSA,0.68,"Distância de 13.5pt até o nível é muito grande (maior que o stop de 12.5pt), indicando toque não preciso e rejeição pouco confiável na linha exata."
2025-08-27,10:48,SHORT,23600.00,0.50,False,ACEITA,0.72,"Toque preciso (0.5pt) na máxima do dia anterior (nível RTH confiável), com fechamento rejeitando a linha, em horário líquido de meio de manhã - condições favoráveis à reversão."
2025-08-27,10:52,SHORT,23600.00,7.50,False,RECUSA,0.65,"Distância de 7.5pt até a linha é grande demais, indicando rompimento/rejeição pouco precisa do nível, reduzindo a qualidade do sinal."
2025-08-27,10:58,SHORT,23600.00,1.25,False,ACEITA,0.72,"Toque próximo ao nível diário (1.25pt), rejeição clara com fechamento abaixo da linha, dentro do horário RTH de boa liquidez (quarta, meio da manhã)."
2025-08-27,11:05,SHORT,23600.00,7.75,False,RECUSA,0.65,"Distância de 7,75pt da linha é grande, indicando rejeição fraca/pouco precisa no nível, mesmo sendo dia anterior RTH e horário líquido."
2025-08-27,11:11,SHORT,23600.00,1.00,False,ACEITA,0.68,"Toque preciso (1pt) na máxima do dia anterior (RTH, nível mais confiável), com fechamento da vela rejeitando abaixo da linha, em horário líquido de meio de manhã."
2025-08-27,11:15,SHORT,23600.00,2.00,False,ACEITA,0.7,"Toque preciso (2pt) no nível do dia anterior RTH, com fechamento claramente abaixo da linha indicando rejeição válida, em horário de liquidez normal e nível não-espúrio."
2025-08-27,11:17,SHORT,23600.00,0.25,False,ACEITA,0.72,"Toque muito preciso (0.25pt) na máxima do dia anterior (RTH, nível confiável), com fechamento rejeitando a linha, em horário líquido de meio de sessão numa quarta-feira."
