data,hora,lado,dist_nivel,contratos,trail_mult,be_lock_frac,confianca,motivo
2025-09-11,12:52,SHORT,0.75,5,1.0,0.75,0.75,"Quinta-feira (dia útil forte), horário RTH consolidado (12:52), nível de máx/mín do dia anterior (alta probabilidade), toque extremamente próximo (0.75pt = qualidade alta). Sem motivos de redução de risco. Padrão mantido."
2025-09-11,12:54,SHORT,3.25,5,1.0,0.75,0.75,"Quinta-feira, horário RTH normal (12:54 ET), nível de máx/mín do dia anterior (origem sólida). Distância de 3.25pt é moderada - não é um toque perfeito mas também não é muito afastado. Sem motivo concreto para se desviar dos padrões; confiança equilibrada."
2025-09-11,13:02,SHORT,0.25,6,0.9,0.8,0.82,"Sinal de alta qualidade: toque muito próximo (0.25pt), RTH normal de quinta (maior liquidez), horário 13:02 ainda em fase ativa do mercado. Máx/mín do dia anterior é nível de suporte/resistência robusto. Aumentei contratos (6) pela proximidade excelente do toque e day trade em horário bom. Trail ligeiramente mais apertado (0.9) pra proteger ganho em reversão de topo, com lock-in mais conservador (0.80) — é venda no topo e merece cautela."
2025-09-11,13:04,SHORT,2.50,5,1.0,0.75,0.72,"SHORT em quinta-feira, 13:04 ET (horário normal RTH). Nível de máx/mín do dia anterior (origem sólida). Distância de 2.50pt é moderada — não é um toque perfeito (< 1pt), mas também não é longe demais. Sinal de qualidade média-boa. Mantém padrão (5 contratos, trail 1.0, BE lock 0.75) — sem motivo concreto pra desviar em quantidade, agressividade ou proteção de ganho. Confiança 0.72 por causa da dist_nivel um pouco maior do ideal."
2025-09-11,13:07,SHORT,2.50,5,1.0,0.75,0.7,"SHORT em topo (máx dia anterior RTH), quinta-feira 13:07 ET. Nível RTH normal de boa qualidade. Distância 2.50pt é moderada — toque não perfeito, mas aceitável. Horário bem dentro do RTH (sessão forte). Confiança média-alta: parâmetros padrão são apropriados. Sem razão concreta pra aumentar risco (contratos) nem pra apertar demais (trail). Gestão equilibrada."
2025-09-12,09:30,SHORT,5.50,5,1.0,0.75,0.75,"Sexta-feira 09:30 ET, SHORT em nível RTH do dia anterior. Distância de 5.50pt é moderada (não é toque muito próximo, nem muito distante). Qualidade de sinal aceitável — nível de origem é confiável (máx/mín RTH), horário é RTH normal com bom volume esperado, dia da semana neutra a positiva para reversão. Sem motivo forte pra aumentar risco nem pra ser muito defensivo. Mantém-se o padrão equilibrado."
2025-09-12,09:32,SHORT,0.75,5,1.0,0.75,0.75,"Sexta-feira, horário RTH (09:32 ET), nível de máx/mín do dia anterior (origem legítima), toque muito próximo (0.75pt = distância pequena = qualidade alta). Confiança moderada-alta. Sem razão para desviar dos padrões — gestão neutra."
2025-09-12,09:34,SHORT,5.25,5,1.0,0.75,0.7,"Sexta-feira, sinal SHORT no topo com dist_nivel = 5.25pt (toque razoável, não perfeito). Nível RTH do dia anterior, horário 09:34 ET (prime time pré-FOMC week, ainda há volatilidade). Distância moderada sugere alguma incerteza na reversão imediata. Mantém padrão (5 contratos, trail 1.0, lock 0.75) por ser dia de semana normal, RTH limpo, mas sem squeeze extremo que justificasse maior agressividade."
2025-09-12,09:56,SHORT,3.00,5,1.0,0.75,0.7,"Sexta-feira, RTH, horário normal (09:56 ET). Nível do dia anterior é sólido. Distância de 3pt é razoável — não é toque perfeito, mas é aceitável. SHORT em topo típico de reversão. Mantém padrão (5/1,0/0,75) com confiança média-alta pela hora e dia da semana favoráveis."
2025-09-12,09:58,SHORT,5.00,5,1.0,0.75,0.7,"SHORT em máx/mín RTH na sexta de manhã. Horário bom (antes do meio do expediente), contexto RTH normal, nível sólido. Distância de 5pt é aceitável — não é toque perfeito, mas está dentro do razoável. Sem motivos pra aumentar risco (confiança ~0.7), mantenho o perfil padrão equilibrado: 5 contratos, trailing neutro (1.0x), lock de breakeven moderado (0.75)."
2025-09-12,10:00,SHORT,3.50,5,1.0,0.75,0.75,"SHORT em topo de dia anterior (RTH), sexta às 10:00 ET. Distância 3.50pt é moderada — não é toque perfeito, mas nível RTH legítimo com boa probabilidade de reverter. Sexta-feira tem volatilidade normal, não é abertura/fecho. Parâmetros padrão refletem confiança equilibrada: mantém exposição completa (5 contratos), trailing neutro (1.0x), lock conservador (0.75). Sem razão para aumento de risco nem para travamento excessivo."""
2025-09-12,10:02,SHORT,2.25,5,1.0,0.75,0.75,"Sexta-feira, sinal RTH em horário de negociação ativa (10:02 ET), nível originário de máx/mín do dia anterior (estrutura forte). Distância de 2.25pt é pequena — toque bem próximo da linha, o que indica boa qualidade do sinal. Contexto de fim de semana não prejudica. Mantém padrão equilibrado: 5 contratos, trailing 1.75pt e lock de 75% do MFE no BE."
2025-09-12,10:13,SHORT,5.50,5,1.0,0.75,0.7,"Sexta-feira, horário matinal RTH normal. Nível de máx/mín RTH (boa qualidade de origem). Distância 5.50pt é moderada — não é toque perfeito, mas aceitável. Padrões mantidos por ser trade de qualidade média-alta, sem motivos concretos para ajustes agressivos."
2025-09-12,10:17,SHORT,9.50,5,1.0,0.75,0.7,"SHORT sexta-feira 10:17 ET (horário de volume bom, RTH normal). Nível de máx/mín do dia anterior é linha estabelecida. Distância de 9.50pt é razoável — não é toque perfeito, mas também não é despropositado. Mantém estrutura padrão: 5 contratos, trailing 1,75pt, lock em 75% do MFE no breakeven. Qualidade moderada, sem razão pra aumentar risco ou apertar demais."
2025-10-03,09:41,SHORT,11.50,5,1.0,0.75,0.7,"Sexta-feira, 09:41 ET (horário bom, pós-abertura com volume). SHORT em nível RTH (máx/mín do dia anterior) = origem sólida. Distância de 11.50pt é moderada-alta, reduz qualidade do toque — não é um toque ""limpo"" na linha. Sinais de reversão de qualidade média merecem gestão padrão com leve apreço pela menor precisão do entry. Mantém defaults para não apertar demais nem soltar muito."
2025-10-03,09:54,SHORT,12.00,5,1.0,0.75,0.7,"Sexta-feira, 09:54 ET (início do pregão, boa volatilidade esperada). Short em topo de máx/mín do dia anterior (RTH) = nível confiável. Distância de 12pt é moderada — não é um toque perfeito na linha, mas também não é muito afastado. Mantém padrão 5 contratos com trailing e proteção de breakeven medianos, refletindo qualidade moderada do sinal."
2025-10-03,13:48,LONG,0.75,5,1.0,0.75,0.72,"Sexta-feira 13:48 ET, nível RTH (máx/mín dia anterior), toque muito próximo (0.75pt). Qualidade boa, horário dentro do RTH normal com ainda 2h30 para close, sem pressão de fim de dia. Entrada cleanest em nível reconhecido. Sem motivo pra desviar dos defaults — mantém flexibilidade sem excesso de risco."
2025-10-03,14:18,LONG,2.25,5,1.0,0.75,0.72,"Sexta-feira 14:18 ET, sinal LONG em suporte RTH (máx/mín dia anterior). Distância de 2.25pt é modesta — toque não perfeito, mas aceitável. Horário ainda está dentro da sessão prime (antes das 16h). RTH normal, sem ambiguidade de fim de semana/Globex. Qualidade média-alta: mantém padrão 5/1.0/0.75 — sem razão concreta pra mudar. Confiança ajustada em 0.72 por ser sexta (volume pode desacelerar tarde)."
2025-10-03,14:21,LONG,3.00,5,1.0,0.75,0.7,"Sexta à tarde (14:21 ET), nível de máx/mín do dia anterior em RTH (origem confiável). Distância de 3pt é moderada — não é toque perfeito, mas também não é extremamente longe. Horário próximo ao fechamento reduz janela de captura, então mantém gestão padrão sem agressividade excessiva. Confiança 0,70 reflete a qualidade média do sinal."
2025-10-03,14:34,LONG,7.75,5,1.0,0.75,0.72,"Sexta à tarde (14:34 ET), nível de máx/mín do dia anterior (RTH limpo). Distância moderada de 7.75pt sugere toque firme mas não excelente - não é um ""kiss"" perfeito. Mercado em horário RTH normal, sem pressão de fim de semana. Confiança um pouco acima do padrão (sinal estruturado), mas não excepcional. Mantém-se conservador no padrão (5/1,0/0,75) para não over-commit em sexta à tarde com toque moderado."
2025-10-03,14:52,LONG,0.25,6,1.2,0.7,0.78,"Sexta-feira 14:52 ET, sinal LONG em nível RTH (máx/mín anterior). Toque muito próximo (0.25pt), excelente qualidade de entrada. Horário final de semana pode ter liquidez reduzida mas nível é sólido (não Globex/domingo). Confiança acima de 70%, justificando 6 contratos. Trail_mult 1.2 (um pouco mais folga) para capturar potencial movimento de fechamento de sexta. be_lock_frac 0.70 para proteger ganho sem travar muito cedo."
2025-10-03,14:55,LONG,2.00,5,1.0,0.75,0.7,"Sexta-feira 14:55 ET, sinal LONG em máx/mín RTH do dia anterior com toque a 2pt de distância. Qualidade moderada: horário final de sexta (volume e volatilidade podem cair), mas nível RTH é confiável. Distância de 2pt é aceitável — nem muito próxima nem muito longe. Sem motivo para desviar dos padrões. Valores default (5 contratos, trailing 1.75pt, lock 75%) adequados para este contexto."
2025-10-03,15:03,LONG,4.50,5,1.0,0.75,0.72,"Sexta-feira 15:03 ET, nível RTH normal (máx/mín dia anterior), dist_nivel 4.50pt moderada. Qualidade média-boa: horário ainda tem volume, origem é referência clara, mas a distância sugere um toque com alguns ruídos antes de acertar. Mantém padrão (5 contratos, trailing 1.75pt, lock 75%) — não há razão concreta pra agredir nem pra ficar muito defensivo."""
2025-10-03,15:22,LONG,8.75,5,1.0,0.75,0.7,"Sexta-feira 15:22 ET (encerramento próximo), LONG em máx/mín RTH do dia anterior. Distância 8.75pt é moderada — sinal não é de toque limpo mas também não é distante demais. Horário tardio reduz confiança (pouco tempo de vencedor captar momentum). Origem RTH (não Globex) é positivo. Padrões mantidos: 5 contratos, trailing 1.75pt, lock 75% do MFE. Confiança 0.7 reflete o timing desfavorável."
2025-10-03,15:24,LONG,8.00,5,1.0,0.75,0.7,"Sinal de sexta à tarde (15:24 ET), nível de máx/mín do dia anterior RTH (fonte legítima). Distância de 8pt é moderada — não é um toque ""limpo"" mas também não é distante demais. Horário próximo ao fechamento semanal reduz um pouco a confiança (menos volume tradeable). Mantém padrão conservador: 5 contratos, trail 1.0x, be_lock 0.75 — sem razão para desviar significativamente."
2025-10-03,15:32,LONG,7.00,5,1.0,0.75,0.7,"Sexta à tarde (15:32 ET), RTH final do dia, nível limpo de máx/mín anterior. Distância 7pt é moderada — não é toque perfeito mas também não é aberração. Volume e liquidez na sexta à tarde tendem ser bons. Mantém padrão conservador: 5 contratos, trailing 1,0x (1,75pt), lock 0,75 do MFE. Confiança 0,70 por ser fim de semana próximo (reduz momentum sustentado)."
2025-10-03,15:51,LONG,4.00,5,1.0,0.75,0.72,"Sexta à tarde (15:51 ET), nível de máx/mín RTH do dia anterior - contexto normal. Distância de 4pt é moderada (não é toque perfeito, mas razoável). Sem fatores que justifiquem desvio significativo dos padrões. Mantém configuração equilibrada: 5 contratos, trailing padrão (1,75pt) e proteção média no breakeven."
2025-10-03,15:56,LONG,2.50,5,1.0,0.75,0.7,"Sinal LONG em sexta à tarde (15:56 ET). Nível RTH normal (máx/mín do dia anterior), mas com dist_nivel de 2.50pt — toque não é bem próximo, indica qualidade moderada. Horário próximo do fechamento (menos liquidez/volatilidade esperada). Sem razão concreta pra desviar dos padrões — mantém gestão neutra (5 contratos, trailing 1,0x, BE lock 0,75)."
2025-10-07,09:37,SHORT,3.00,5,1.0,0.75,0.75,"Terça-feira, horário RTH normal (09:37 ET), nível de reversão em máx/mín do dia anterior. Toque a 3.00pt da linha é aceitável — não é perfeito (ideal seria <1.5pt), mas está dentro da zona de confiança. Sem razão para desviar dos parâmetros padrão. Sinal de qualidade moderada/boa: mantém configuração balanceada."
2025-10-07,09:39,SHORT,2.50,5,1.0,0.75,0.75,"SHORT em terça-feira, 09:39 ET (horário RTH de boa liquidez). Nível de máx/mín do dia anterior = origem forte. Distância de 2.50pt é moderada — não é um toque perfeito, mas também não é ruim. Dia da semana normal (terça), contexto RTH padrão. Confiança 0.75: sinal de qualidade média-boa, mantém os padrões (5 contratos, 1.0 trail_mult, 0.75 be_lock_frac)."
2025-10-07,09:43,SHORT,7.75,5,1.0,0.75,0.7,"Terça-feira, RTH normal (09:43 ET), nível de máx/mín do dia anterior. Distância de 7.75pt é moderada — nem perfeita nem fraca. Mantém padrão (5 contratos, trailing 1.0x, lock 0.75) por falta de razão concreta para desviar. Confiança média (0.70) reflete a qualidade moderada do toque."
2025-10-07,09:45,SHORT,7.00,5,1.0,0.75,0.7,"Terça-feira, horário RTH normal (09:45), nível de máx/mín do dia anterior (origem legítima). Distância de 7pt é moderada—não é toque perfeito, mas também não está muito longe. Sem motivos para desviar dos padrões. Mantém perfil equilibrado: 5 contratos (risco/retorno normal), trailing 1,0x (respiração padrão), be_lock_frac 0,75 (proteção solidária após breakeven)."
2025-10-07,09:50,SHORT,4.25,5,1.0,0.75,0.75,"Terça-feira, 09:50 ET (horário com boa liquidez RTH). SHORT em máx/mín do dia anterior (zona de reversão clássica). Distância de 4.25pt é moderada — não é um toque perfeito mas também não é longe demais. Contexto favorável: nível RTH concreto + horário ativo + dia de semana normal. Mantém padrão (5 contratos, trail 1.0, be_lock 0.75) com confiança moderada-alta (0.75)."
2025-10-07,09:55,SHORT,4.75,5,1.0,0.75,0.75,"Terça-feira, horário RTH normal (09:55), nível de máx/mín do dia anterior (origem confiável). Distância de 4.75pt é moderada — não é um toque perfeito, mas também não é muito longe. Sinal de qualidade média-alta. Mantém padrão conservador: 5 contratos, trailing 1.75pt (trail_mult=1.0) e be_lock_frac 0.75 para proteção equilibrada."
2025-10-07,09:58,SHORT,3.00,5,1.0,0.75,0.72,"Terça-feira, horário RTH normal (09:58 ET), nível de máx/mín do dia anterior (RTH puro, sem Globex). Distância de 3.00pt é aceitável — nem toque perfeito, nem muito longe. Short em topo reverso é padrão confiável. Sem motivos pra desviar dos defaults: 5 contratos, trailing 1.75pt, 75% do MFE travado ao breakeven."
2025-10-07,10:01,SHORT,6.00,5,1.0,0.75,0.7,"Sinal SHORT em terça (dia liquido, mid-week). Nível RTH (máx/mín do dia anterior - boa qualidade). Hora 10:01 ET dentro do RTH normal. Distância de 6pt é moderada - não é toque perfeito mas ainda relativamente próximo. Contexto OK mas sem fatores de alta confiança extrema. Mantenho defaults (5 contratos, trail 1.0, be_lock 0.75) para balanço risco/retorno apropriado."
2025-10-07,10:11,SHORT,2.50,5,1.0,0.75,0.7,"Terça-feira, horário RTH normal (10:11 ET), nível de máx/mín do dia anterior (contexto válido). Distância de 2.50pt é moderada — não é um toque perfeito, mas também não é especulação longa. Sem sinais de degradação (não é domingo/Globex, não é early morning). Configuração padrão apropriada."
2025-10-07,10:14,SHORT,8.00,5,1.0,0.75,0.7,"Terça-feira, RTH normal, sinal SHORT em máx/mín do dia anterior. Distância de 8pt é moderada — toque não super preciso, mas nível é sólido (não é domingo/Globex). Horário 10:14 ET está na janela ativa mas não é entrada super premium. Mantém defaults com confiança 0.70 — sem motivo forte pra aumentar risco, mas sem motivo forte pra apertar demais."
2025-10-07,11:06,LONG,8.00,5,1.0,0.75,0.75,"Sinal terça-feira em horário RTH, nível de máx/mín do dia anterior (contexto sólido). Distância de 8pt é moderada—nem toque impecável nem fora demais. Sem razão concreta pra desviar dos defaults. Confiança 0,75 reflete qualidade razoável do sinal (não é perfeito, mas tem base)."
2025-10-07,11:14,LONG,0.75,5,1.0,0.75,0.75,"Terça-feira, RTH normal, máx/mín do dia anterior (nível com suporte histórico), toque muito próximo (0.75pt = alta precisão). Horário 11:14 ET = meio da manhã, volatilidade normal. Sinal de qualidade acima da média — padrões padrão mantêm o balanço ideal entre proteção e potencial de capturar vencedores maiores."
2025-10-07,11:17,LONG,2.75,5,1.0,0.75,0.7,"Terça-feira, horário RTH normal (11:17 ET), nível originário de máx/mín do dia anterior (RTH) = contexto sólido. Distância de 2.75pt é aceitável mas não perfeita (não é um toque colado). Mantém padrão 5 contratos e trailing neutro (1.0x) porque o contexto é equilibrado — não há razão forte pra amplificar risco, mas também não há sinal de fraqueza. Confiança moderada-alta (0.7)."
2025-10-07,11:21,LONG,9.75,5,1.0,0.75,0.7,"Terça-feira em horário RTH (11:21 ET), nível de máx/mín do dia anterior (origem legítima). Distância de 9.75pt é moderada — não é um toque pristino, mas também não está longe demais. Mantém padrão: 5 contratos, trailing 1.75pt, lock de 75% do MFE. Confiança média-alta (0.70) por ser um dia de semana em horário de mercado ativo com origem clara."""
2025-10-07,11:23,LONG,7.00,5,1.0,0.75,0.7,"Terça-feira, horário RTH normal (11:23 ET), nível de máx/mín do dia anterior é robusto. Distância de 7pt é moderada (não é toque perfeito, mas não é tão longe). Mantém padrão equilibrado com confiança 70% — sinal de boa qualidade mas não excelente."
2025-10-08,11:53,SHORT,7.25,5,1.0,0.75,0.75,"Sinal SHORT em quarta-feira (meio de semana, sem volatilidade extrema esperada). Nível de máx/mín do dia anterior em RTH — é um nível com boa base histórica. Hora 11:53 ET está na sessão normal (boa liquidez). Distância de 7.25pt é moderada — nem excessivamente próximo (o que sinalizaria spike pequeno) nem distante demais (o que sugeriria impulso forte que virou). Mantém perfil padrão: 5 contratos, trailing 1.75pt, travamento 75% do MFE no BE. Confiança 0.75 por ser um setup convencional de reversão com nível consolidado."
2025-10-08,11:57,SHORT,4.25,5,1.0,0.75,0.7,"Sinal SHORT em quarta-feira durante RTH (11:57 ET), baseado em máx/mín do dia anterior. Distância de 4.25pt é moderada — não é um toque pristino, mas também não é especulação pura. Nível de origem é sólido (RTH normal). Sem razão para desviar dos parâmetros padrão: contratos = 5 (risco/retorno equilibrado), trail_mult = 1.0 (trailing padrão de 1.75pt), be_lock_frac = 0.75 (proteção adequada ao ativar breakeven). Confiança moderada-alta (0.7) pela qualidade razoável do sinal e contexto de dia útil RTH."
2025-10-08,12:11,SHORT,2.00,5,1.0,0.75,0.75,"Quarta-feira, horário RTH normal (12:11 ET), nível de máx/mín do dia anterior (fundamentação sólida). Distância de 2.00pt é aceitável — não é um toque perfeito, mas também não é ruim. Sinal SHORT com qualidade média-alta. Sem razão concreta para desviar dos padrões, mantendo gestão equilibrada."
2025-10-08,12:24,SHORT,0.75,5,1.0,0.75,0.75,"SHORT em topo (máx RTH anterior), quarta-feira, horário RTH normal (12:24 ET), toque muito próximo (0.75pt) — sinal de boa qualidade, níveis RTH são mais confiáveis. Sem razão pra desviar dos padrões."
2025-10-08,13:24,SHORT,6.00,5,1.0,0.75,0.7,"Sinal SHORT em quarta-feira, 13:24 ET (horário saudável, meio de sessão RTH). Nível origina de máx/mín do dia anterior (RTH normal, não Globex). Distância de 6pt até a linha é moderada — não é toque pinpoint mas também não é muito longe. Qualidade média: mantém perfil padrão (5 contratos, trailing 1.75pt, lock 75%) para não assumir risco excessivo com essa distância, mas sem penalidade severa."
2025-10-08,13:36,SHORT,1.50,5,1.0,0.75,0.7,"Quarta à tarde (13:36 ET), nível de máx/mín RTH do dia anterior (origem legítima), toque bem próximo (1.50pt = toque firme). Horário midday evita extremos de abertura e final de sessão. Sem fatores de redução de qualidade. Mantém padrão conservador."
2025-10-10,09:33,SHORT,2.50,5,1.0,0.75,0.7,"SHORT em máximo RTH anterior (2025-10-09), sexta-feira às 09:33 ET. Distância de 2.50pt indica toque moderado — não está colado na linha, mas também não é distante. Dia da semana não é problemático (sexta RTH). Nível de origem é sólido (máx/mín do dia anterior, não Globex). Mantém perfil padrão (5 contratos, 1,0x trailing, 0.75 lock) por falta de motivos concretos para desvios — qualidade do sinal é mediana, sem sinais de força ou fraqueza excessiva."
2025-10-10,09:35,SHORT,9.50,5,1.0,0.75,0.72,"SHORT em sextou manhã (09:35 ET), nível de máx/mín RTH normal. Distância de 9,50pt é moderada—não é um toque de cristal, mas também não é muito solto. Sexta de madrugada/manhã tem liquidez boa. Confiança média-alta, mantém defaults: 5 contratos, trailing padrão (1,0x = 1,75pt), be_lock em 0,75 (proteção equilibrada sem ser paranóica)."
2025-10-10,09:36,SHORT,2.75,5,1.0,0.75,0.72,"Sexta-feira, 09:36 ET (horário normal RTH), SHORT em nível de máx/mín do dia anterior (RTH clean). dist_nivel 2.75pt é razoável — não é toque perfeito mas também não está muito longe. Qualidade média-alta: usa padrão (5 contratos, trail 1.0, be_lock 0.75). Confiança 0.72 reflete a distância um pouco maior que ideal e a sexta-feira (volume pode ser mais variável próximo ao fechamento semanal)."
2025-10-10,09:52,SHORT,9.25,5,1.0,0.75,0.72,"SHORT em sexta-feira 09:52 ET (horário RTH intermediário). Nível originário de máx/mín do dia anterior (RTH), o que é confiável. Distância de 9.25pt é moderada — não é um toque perfeito (< 3pt) mas também não é disperso (> 15pt). Qualidade média-alta: mantém defaults (5 contratos, trailing 1,75pt, lock 75%) com confiança 0.72. Sem motivos para aumento de agressividade ou redução de risco neste contexto."""
2025-10-10,09:55,SHORT,3.75,5,1.0,0.75,0.75,"SHORT em RTH normal (sexta 09:55 ET), toque bem próximo da linha (dist_nivel 3.75pt), nível de máx/mín do dia anterior — boa qualidade de sinal. Sem motivo concreto pra desviar dos padrões; mantém posição neutra com contratos e trailing padrão."
2025-10-10,10:02,SHORT,14.00,5,1.0,0.75,0.7,"Sinal SHORT em sexta-feira às 10:02 ET (RTH normal, bom horário de liquidez). Nível originário de máx/mín do dia anterior (robusto, não domingo/Globex). Distância de 14pt é moderada — não é um toque perfeito (<5pt) mas também não é fraco (>20pt). Condições normais de semana, sem sinais de extrema qualidade ou degradação. Mantém gestão padrão (5 contratos, trailing 1.0, be_lock 0.75) como baseline prudente."
2025-10-10,10:04,SHORT,4.25,5,1.0,0.75,0.7,"SHORT em sexta-feira, 10:04 ET (meio de pregão RTH). Nível baseado em máx/mín do dia anterior (alta qualidade). Distância de 4.25pt é moderada — não é um toque perfeito, mas também não é sinal fraco. Mantém padrão conservador (5 contratos, trailing 1.75pt, lock 75%) por ser sinal de qualidade mediana e ser sexta-feira (volatilidade pode aumentar para o final do dia)."
2025-10-10,10:14,SHORT,4.75,5,1.0,0.75,0.7,"Short em sexta-feira (dia de saída de posições), 10:14 ET (horário RTH normal). Nível vem de máx/mín do dia anterior (RTH = origem confiável). Distância de 4.75pt é moderada — não é um toque perfeito mas também não é nível espúrio de Globex/domingo. Qualidade média-alta: mantém gestão padrão com confiança equilibrada."
2025-10-10,10:21,SHORT,1.00,5,1.0,0.75,0.75,"Sexta-feira, horário RTH matutino (10:21 ET), sinal SHORT em máx/mín do dia anterior (nível de boa qualidade). Toque muito próximo (1pt de distância) caracteriza sinal de alta qualidade. Nenhum fator de fraqueza significativo. Usando padrões conservadores com confiança moderada-alta (0.75) — sem razão concreta pra desviar dos valores default de risco/gestão."
2025-10-10,10:23,SHORT,7.25,5,1.0,0.75,0.75,"SHORT no topo, sexta-feira 10:23 ET (meio da RTH), nível de máx/mín do dia anterior (RTH padrão, alta qualidade). Distância de 7.25pt é moderada — não é um toque perfeito (0-2pt) mas tampouco distante. Horário bom (sem risco de abertura/fecho). Padrão 5/1,0/0,75 adequado para este contexto."
2025-10-10,10:29,SHORT,4.75,5,1.0,0.75,0.72,"Sexta-feira, horário RTH normal (10:29 ET), nível de máx/mín do dia anterior (RTH) = fonte confiável. Distância 4.75pt é moderada — não é um toque ""perfeito"" na linha, mas está dentro do aceitável. SHORT no topo em reversão tem boa qualidade contextual. Sem motivo para desviar dos padrões."
2025-10-10,10:37,SHORT,14.00,5,1.0,0.75,0.7,"Sexta-feira 10:37 ET, SHORT em máx/mín RTH do dia anterior. Distância de 14pt é moderada (não é toque super limpo mas também não é distante demais). Contexto RTH normal reduz risco de ruído. Mantém parâmetros padrão por falta de motivação concreta para desvios — nem alta qualidade (toque <5pt) nem baixa (distância >20pt). Sexta-feira em horário normal não é desvantagem clara."
2025-10-10,10:39,SHORT,4.00,5,1.0,0.75,0.75,"SHORT em topo, nível RTH (máx/mín dia anterior), sexta 10:39 ET. Distância 4pt é moderada — não está colado na linha nem está muito longe. Qualidade média-alta: origem limpa (RTH), horário intra-day normal, dia normal da semana. Sem razão concreta pra desviar dos padrões. Confiança 0.75 reflete a distância 4pt (não é toque perfeito, mas aceitável)."
2025-10-10,10:53,SHORT,2.00,5,1.0,0.75,0.7,"SHORT em sexta, 10:53 ET (horário com bom volume), nível de máx/mín RTH do dia anterior (origem sólida). Distância de 2.00pt é razoável — não é toque muito apertado, mas também não é longe. Sem sinais de risco extremo. Mantém padrão (5 contratos, trailing 1.0, be_lock 0.75) como base para essa qualidade de sinal. Sexta em horário bom RTH reduz risco de spoof/reversão rápida vs domingo Globex."
2025-10-10,10:57,SHORT,0.75,5,1.0,0.75,0.75,"Sexta-feira, RTH normal, toque muito próximo da linha (0.75pt = qualidade alta), máx/mín do dia anterior é nível clássico de reversão. Horário 10:57 ET é ainda período ativo com liquidez. Mantém padrão: 5 contratos, trailing neutro, proteção intermediária. Confiança 0.75 pois é sexta mas o sinal técnico é limpo."
2025-10-13,09:51,SHORT,2.00,4,0.8,0.8,0.55,"Sinal de qualidade média-baixa: nível originário de domingo (Globex) tende a ser mais espúrio na sessão RTH; distância de 2pt do toque não é próxima o suficiente; horário 09:51 é ainda cedo mas já fora do gap inicial. Reduz-se contratos (4 vs 5 padrão) para menor risco específico, apertam-se proteções (trail_mult 0.8 = trailing mais apertado em ~1.4pt, be_lock_frac 0.8 = trava 80% do MFE) para evitar devolver ganho em movimento espúrio de domingo que não confirme na RTH."
2025-10-13,09:55,SHORT,14.50,4,0.8,0.8,0.55,"SHORT em nível de domingo/Globex (menos confiável) com dist_nivel grande (14.50pt). Segunda-feira de manhã (09:55 ET) ainda tem volume baixo. Sinal de qualidade média: reduz contratos (4 vs 5 padrão), trailing apertado (0.8 vs 1.0 padrão) pra proteger ganho antes de reverter, e be_lock alto (0.8) pra garantir lucro assim que breakeven ativa. Confiança moderada."
2025-10-13,10:21,SHORT,0.25,4,0.8,0.8,0.65,"Sinal SHORT em segunda-feira de manhã (10:21 ET, boa liquidez RTH) com toque muito limpo (0.25pt) em nível de domingo/Globex. Origem em Globex reduz confiança pois níveis noturnos costumam ser mais espúrios, compensado apenas pelo toque próximo. Usar 4 contratos (menos risco que o padrão 5), trail_mult 0.8 (mais proteção que o padrão 1.0 pois nível é de menor qualidade), be_lock_frac 0.8 (travar mais ganho cedo dado o contexto de Globex)."
2025-10-13,10:34,SHORT,6.75,4,0.8,0.8,0.55,"SHORT em nível de domingo/Globex com dist_nivel grande (6.75pt). Segunda de manhã, depois de range noturno — qualidade de sinal reduzida. Redução de contratos (4 vs 5 padrão) e proteção aumentada (trail_mult 0.8, be_lock_frac 0.8) para compensar menor confiança. Confiança 0.55 reflete o risco elevado do contexto."
2025-10-13,10:42,SHORT,10.00,4,0.8,0.8,0.55,"Sinal SHORT em segunda-feira, 10:42 ET (horário bom, após abertura RTH). Porém, nível origina de range domingo Globex (menos confiável, mais espúrio) e dist_nivel de 10pt é GRANDE — tocou longe da linha. Qualidade média-baixa. Reduzir contratos (4 vs padrão 5), trail mais apertado (0.8 vs 1.0 padrão) pra proteger ganho cedo, e be_lock_frac mais alto (0.8 vs 0.75) pra garantir lucro quando breakeven ativa. Confiança moderada (0.55)."
2025-10-13,10:44,SHORT,13.00,4,0.8,0.8,0.55,"Sinal de qualidade moderada-baixa: nível originado de domingo/Globex (menos líquido, mais espúrio), distância de 13pt é considerável (toque não foi preciso), horário 10:44 ET (já dentro do RTH mas sem momentum early morning). Segunda-feira em range do fim de semana anterior tem menor edge histórico. Reduz contratos (4 vs padrão 5), trava ganho mais cedo (be_lock_frac 0.8) e trailing mais apertado (0.8x) pra proteger lucro rápido caso o trade saia pequenininho. Confiança baixa-moderada (0.55)."
2025-10-13,11:17,SHORT,4.00,4,0.8,0.8,0.55,"SHORT em nível de domingo (Globex), dist_nivel 4pt = toque afastado. Horário 11:17 ET é RTH já aberto, porém o nível é de domingo noturno, menos confiável. Reduzir contratos (4 vs padrão 5), trailing mais apertado (0.8x) pra proteger ganho antes de reverter, e be_lock_frac maior (0.8) pra garantir mais do MFE quando breakeven ativar. Confiança moderada-baixa."
